"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000033867",3157.52042924196,1.93501691721943,0.0543489105961512,35.6036008080806,1.23226020074047e-277,4.71031461733044e-275,"SLC4A7","9497","solute carrier family 4 member 7"
"ENSG00000143799",1043.84682510942,-2.61746115532225,0.07391021673139,-35.4140641318212,1.03733006033207e-274,3.858026746008e-272,"PARP1","142","poly(ADP-ribose) polymerase 1"
"ENSG00000164938",1395.9221058483,2.31778684747592,0.0655429167942617,35.3628883308843,6.3542735867265e-274,2.30108312702483e-271,"TP53INP1","94241","tumor protein p53 inducible nuclear protein 1"
"ENSG00000110002",899.504360793506,4.43910188228815,0.125759788553799,35.2982613388313,6.24435320631431e-273,2.2032960121049e-270,"VWA5A","4013","von Willebrand factor A domain containing 5A"
"ENSG00000088325",1049.74978195443,-3.01206759187771,0.0856422929434799,-35.1703286817126,5.68453571587753e-271,1.95562239965477e-268,"TPX2","22974","TPX2 microtubule nucleation factor"
"ENSG00000196549",1520.30148791169,2.8374348794647,0.0806886513503966,35.1652287152864,6.80221796846468e-271,2.28305662107421e-268,"MME","4311","membrane metalloendopeptidase"
"ENSG00000133318",1500.97300012898,-2.41401734193047,0.0690858211800481,-34.9422978651318,1.69523776582147e-267,5.55432545130219e-265,"RTN3","10313","reticulon 3"
"ENSG00000198959",5110.85796803933,-1.74618441041369,0.0499766926750686,-34.9399753554479,1.83866634206947e-267,5.88415989144606e-265,"TGM2","7052","transglutaminase 2"
"ENSG00000073712",2356.74691021857,-2.30513103194411,0.0660182744791025,-34.9165598484974,4.16856929184875e-267,1.3037200460257e-264,"FERMT2","10979","FERM domain containing kindlin 2"
"ENSG00000154864",1374.01910088605,2.35787016108306,0.0675875993056404,34.8861357010248,1.20647373129242e-266,3.68939667029222e-264,"PIEZO2","63895","piezo type mechanosensitive ion channel component 2"
"ENSG00000198901",744.768135087352,-3.17650341726802,0.0919731885996411,-34.5372761957327,2.21293259345672e-261,6.62003596055606e-259,"PRC1","9055","protein regulator of cytokinesis 1"
"ENSG00000197321",4211.22514661471,1.7327587276316,0.0507997011827066,34.109624412938,5.31074070641739e-255,1.55491708214914e-252,"SVIL","6840","supervillin"
"ENSG00000146072",1758.22981855472,2.05909434943561,0.061336332584583,33.5705488520383,4.51460174996937e-247,1.29427988919434e-244,"TNFRSF21","27242","TNF receptor superfamily member 21"
"ENSG00000182752",6930.41939676306,2.01476011050144,0.0602182959005392,33.457607532255,1.99498196224743e-245,5.60264220050752e-243,"PAPPA","5069","pappalysin 1"
"ENSG00000277443",2830.20102519863,-1.92967579358346,0.057681013203844,-33.4542631344566,2.23139009383518e-245,6.14123181625318e-243,"MARCKS","4082","myristoylated alanine rich protein kinase C substrate"
"ENSG00000140943",1848.88777327798,-1.89363293035649,0.0567304644954022,-33.3794716330935,2.72255693308245e-244,7.34609920708775e-242,"MBTPS1","8720","membrane bound transcription factor peptidase, site 1"
"ENSG00000081923",1549.06690179341,-2.5298835371859,0.0760799407935394,-33.2529640638303,1.84955562717652e-242,4.8945644203031e-240,"ATP8B1","5205","ATPase phospholipid transporting 8B1"
"ENSG00000145632",3262.15452178144,1.54678653304005,0.0468560857705411,33.0114329356238,5.56737765613568e-239,1.44552233822798e-236,"PLK2","10769","polo like kinase 2"
"ENSG00000102024",3591.26703399212,-1.70351507525958,0.0519280146605631,-32.8053187936207,4.94463080330423e-236,1.26005674970869e-233,"PLS3","5358","plastin 3"
"ENSG00000163346",2917.79069939981,1.81053851184748,0.0554261180455968,32.6658004509358,4.78074891632343e-234,1.19614337886412e-231,"PBXIP1","57326","PBX homeobox interacting protein 1"
"ENSG00000187678",2363.67043987816,1.72412800804069,0.0527996676931436,32.6541450613066,6.99795612166704e-234,1.7196227533975e-231,"SPRY4","81848","sprouty RTK signaling antagonist 4"
"ENSG00000104321",7567.20986030082,3.29744633697211,0.101231296318793,32.5733884369904,9.76966579472213e-233,2.35860300002055e-230,"TRPA1","8989","transient receptor potential cation channel subfamily A member 1"
"ENSG00000135046",4581.91768778281,-1.46396371898716,0.0450417288523357,-32.5023873703117,9.86605340835073e-232,2.34080622331577e-229,"ANXA1","301","annexin A1"
"ENSG00000143341",2279.33849385387,2.0571802083248,0.0635174884019395,32.3876189075194,4.10055981106453e-230,9.56403450170492e-228,"HMCN1","83872","hemicentin 1"
"ENSG00000168542",62749.3849250663,1.40988167008586,0.0435451420501006,32.3774732084634,5.69722824383177e-230,1.30665929772282e-227,"COL3A1","1281","collagen type III alpha 1 chain"
"ENSG00000163017",4893.9021785664,-1.87090651066092,0.0579889924838388,-32.2631318552799,2.30225192804096e-228,5.19365389865108e-226,"ACTG2","72","actin gamma 2, smooth muscle"
"ENSG00000152894",4900.8667898464,1.68611050086955,0.0525869759674355,32.0632717483827,1.43401100281071e-225,3.1828105499481e-223,"PTPRK","5796","protein tyrosine phosphatase receptor type K"
"ENSG00000173334",1074.47707273372,2.41259335573269,0.0754929416354794,31.9578665695926,4.20072243415542e-224,9.1755780026052e-222,"TRIB1","10221","tribbles pseudokinase 1"
"ENSG00000171951",793.124579134863,2.98015449371076,0.0935716219048212,31.8489135171997,1.36269789120281e-222,2.93001338763155e-220,"SCG2","7857","secretogranin II"
"ENSG00000153234",635.93920101828,4.32626345134374,0.136007996001218,31.8088904957104,4.87739019101021e-222,1.03258102182295e-219,"NR4A2","4929","nuclear receptor subfamily 4 group A member 2"
"ENSG00000134057",780.375869741297,-2.66982156707119,0.0842315428387235,-31.6962206448367,1.75161315370358e-220,3.65211342547196e-218,"CCNB1","891","cyclin B1"
"ENSG00000113721",11145.9451572206,1.38867999164981,0.0444331892965874,31.2532144019756,2.01893451866722e-214,4.14665043453427e-212,"PDGFRB","5159","platelet derived growth factor receptor beta"
"ENSG00000115461",200904.539632615,1.27117076979891,0.0407853159757166,31.1673635323987,2.9510480156628e-213,5.97196643287291e-211,"IGFBP5","3488","insulin like growth factor binding protein 5"
"ENSG00000160014",4226.55595021453,-1.42455844523385,0.0459847490763845,-30.9789326645567,1.03623813616068e-210,2.06661927416046e-208,"CALM3","808","calmodulin 3"
"ENSG00000105088",793.128211520276,2.86560037656071,0.092514039653728,30.974762179734,1.17929853962495e-210,2.3183324576827e-208,"OLFM2","93145","olfactomedin 2"
"ENSG00000164924",9585.69435022083,-1.33708283620606,0.0431981374931996,-30.9523260445326,2.36397650422197e-210,4.58178601050684e-208,"YWHAZ","7534","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta"
"ENSG00000148175",3890.72249473237,1.38274809186444,0.0447252409724669,30.9165040097977,7.16805566915795e-210,1.36999463976781e-207,"STOM","2040","stomatin"
"ENSG00000183287",603.48721362449,-3.43626043571302,0.111710342836602,-30.7604501826587,8.86380752153275e-208,1.67088842881935e-205,"CCBE1","147372","collagen and calcium binding EGF domains 1"
"ENSG00000164761",5291.78842553364,1.48921319122887,0.0485629653206694,30.665614865059,1.63651290474565e-206,3.04325055164931e-204,"TNFRSF11B","4982","TNF receptor superfamily member 11b"
"ENSG00000092820",1475.49048809515,-1.91025730151322,0.0625648435784524,-30.5324395020324,9.67322920876318e-205,1.77484409522387e-202,"EZR","7430","ezrin"
"ENSG00000127920",2352.92723869813,2.10485032293281,0.0691092582492791,30.4568501566108,9.72131421011563e-204,1.76019743217633e-201,"GNG11","2791","G protein subunit gamma 11"
"ENSG00000068489",527.868372422255,-3.28319011152296,0.108045616175611,-30.3870737910055,8.13974093623263e-203,1.45468798731815e-200,"PRR11","55771","proline rich 11"
"ENSG00000130513",4665.52215751242,4.22670314152856,0.139333107448276,30.3352391899939,3.93391564265456e-202,6.9403350203294e-200,"GDF15","9518","growth differentiation factor 15"
"ENSG00000112984",587.875352632019,-3.3640108318975,0.111310484359671,-30.2218685979981,1.22250105399006e-200,2.1294730384756e-198,"KIF20A","10112","kinesin family member 20A"
"ENSG00000135074",13374.6004179129,1.14189922304753,0.038040222853761,30.0182053989895,5.67924684598508e-198,9.76901448095008e-196,"ADAM19","8728","ADAM metallopeptidase domain 19"
"ENSG00000133818",917.65645300902,-2.58028342531679,0.0863653284533005,-29.8763806208646,3.98940439757544e-196,6.77755480432539e-194,"RRAS2","22800","RAS related 2"
"ENSG00000076513",2351.57847713981,-1.94451174858354,0.065122390383889,-29.8593423417179,6.63997428593507e-196,1.11430105059454e-193,"ANKRD13A","88455","ankyrin repeat domain 13A"
"ENSG00000066279",593.333577786577,-3.10039470444962,0.103893049520069,-29.8421763416494,1.10906233160065e-195,1.83877189700681e-193,"ASPM","259266","assembly factor for spindle microtubules"
"ENSG00000116991",845.465812777274,2.42023900197646,0.0816517922866082,29.6409782835031,4.43284689882948e-193,7.26195311604672e-191,"SIPA1L2","57568","signal induced proliferation associated 1 like 2"
"ENSG00000128591",23487.8410667789,-1.33082316752381,0.0449007382426804,-29.6392268726397,4.66931776241906e-193,7.55935079160573e-191,"FLNC","2318","filamin C"
"ENSG00000111615",1215.27891511062,1.95673574781422,0.0661125408058154,29.597043525547,1.63107770962985e-192,2.60991399560655e-190,"KRR1","11103","KRR1 small subunit processome component homolog"
"ENSG00000089159",2841.04018824034,-1.5200433484304,0.0514612382540334,-29.5376364814008,9.4664491830367e-192,1.49733111733067e-189,"PXN","5829","paxillin"
"ENSG00000171246",11339.2021259297,1.74022734521862,0.0589216753078611,29.5345869941081,1.03597374178542e-191,1.62000393871694e-189,"NPTX1","4884","neuronal pentraxin 1"
"ENSG00000176014",5059.66070673934,-1.58283611922164,0.0538249552779395,-29.4071051438546,4.45519346441339e-190,6.88853002963963e-188,"TUBB6","84617","tubulin beta 6 class V"
"ENSG00000173546",2782.7113944163,-1.70829721529859,0.058290626222231,-29.3065510874041,8.55786617817448e-189,1.30849773864288e-186,"CSPG4","1464","chondroitin sulfate proteoglycan 4"
"ENSG00000171617",3172.76514957676,1.7230035489165,0.0588015515849743,29.3020082374287,9.77795626588372e-189,1.47862039752556e-186,"ENC1","8507","ectodermal-neural cortex 1"
"ENSG00000003436",3855.53263789867,1.537369718419,0.0525498730951322,29.2554411242034,3.82882463779126e-188,5.72700606963538e-186,"TFPI","7035","tissue factor pathway inhibitor"
"ENSG00000156011",1865.6956706154,1.74118536836822,0.0596266756819074,29.2014496608361,1.85874632756185e-187,2.75034496920201e-185,"PSD3","23362","pleckstrin and Sec7 domain containing 3"
"ENSG00000145147",601.510428483162,-2.68637738727691,0.09216711156198,-29.1468110668781,9.16877945415707e-187,1.34225078796442e-184,"SLIT2","9353","slit guidance ligand 2"
"ENSG00000159399",1648.34458773227,1.92240772957579,0.0660819664391051,29.0912609470739,4.63060828813408e-186,6.70755796347506e-184,"HK2","3099","hexokinase 2"
"ENSG00000116729",14027.992136521,1.67569502803283,0.0579115722197507,28.9354090003679,4.28303490934731e-184,6.13946285286754e-182,"WLS","79971","Wnt ligand secretion mediator"
"ENSG00000065911",1563.07540926849,-1.94825290227052,0.0674103486418348,-28.9013918711797,1.1467951636281e-183,1.62691219038003e-181,"MTHFD2","10797","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
"ENSG00000088448",1041.5088322989,2.3678375397738,0.0819343907739005,28.899190161893,1.22223026814338e-183,1.71623578774704e-181,"ANKRD10","55608","ankyrin repeat domain 10"
"ENSG00000171444",1285.81453923875,1.85634820947678,0.0643029221034253,28.8688001843993,2.94323958252016e-183,4.08503946123354e-181,"MCC","4163","MCC regulator of WNT signaling pathway"
"ENSG00000108932",593.620514665934,3.8632727691213,0.133823103506306,28.8685037777447,2.96856293963632e-183,4.08503946123354e-181,"SLC16A6","9120","solute carrier family 16 member 6"
"ENSG00000157557",2128.88768598769,1.84664648415448,0.0639871011181989,28.8596678374802,3.83214503124879e-183,5.22120275000144e-181,"ETS2","2114","ETS proto-oncogene 2, transcription factor"
"ENSG00000134250",3989.90689953644,-1.3559445482511,0.0470467723567855,-28.8212023976503,1.16361342007201e-182,1.56985139937363e-180,"NOTCH2","4853","notch receptor 2"
"ENSG00000064666",5624.42477846777,-1.64271125692195,0.0570308236755684,-28.8039195482579,1.91571655647992e-182,2.55943451783691e-180,"CNN2","1265","calponin 2"
"ENSG00000122641",8425.96553258607,1.3913355917446,0.0483576516248197,28.771777474622,4.83802566619129e-182,6.40154530696714e-180,"INHBA","3624","inhibin subunit beta A"
"ENSG00000171848",822.67379311788,-2.53282531268838,0.0881305913691819,-28.7394566783092,1.22684685637569e-181,1.60787043719865e-179,"RRM2","6241","ribonucleotide reductase regulatory subunit M2"
"ENSG00000117399",548.054729960495,-3.23354967569054,0.11319792958749,-28.5654489218493,1.80594599478995e-179,2.34449272021741e-177,"CDC20","991","cell division cycle 20"
"ENSG00000155903",1023.35613415789,2.05090162412658,0.0719668689572949,28.497858165034,1.24525297900993e-178,1.60148843403323e-176,"RASA2","5922","RAS p21 protein activator 2"
"ENSG00000103257",3712.52147667185,-1.50761994170987,0.0530450782515101,-28.4214858645619,1.09741912994022e-177,1.39829487473217e-175,"SLC7A5","8140","solute carrier family 7 member 5"
"ENSG00000182481",2566.38058699848,-1.61373166627364,0.0567962705473321,-28.4126343283193,1.41171677528802e-177,1.782260049976e-175,"KPNA2","3838","karyopherin subunit alpha 2"
"ENSG00000135926",1251.33626199858,-1.85342699761743,0.0656831309310428,-28.2177017347611,3.54682500126318e-175,4.43707807658024e-173,"TMBIM1","64114","transmembrane BAX inhibitor motif containing 1"
"ENSG00000136153",4620.22110366109,-1.40310066391822,0.0497727295700067,-28.1901490241704,7.72237454753448e-175,9.57365731068666e-173,"LMO7","4008","LIM domain 7"
"ENSG00000108829",3850.57518186778,-1.47512433252228,0.0523361159536492,-28.1855904979403,8.7826515348961e-175,1.0790898908188e-172,"LRRC59","55379","leucine rich repeat containing 59"
"ENSG00000185112",747.773002441521,2.65521020897667,0.0942128758445122,28.1830926524183,9.42406848659064e-175,1.14765138445995e-172,"FAM43A","131583","family with sequence similarity 43 member A"
"ENSG00000057657",689.791384929011,2.83411499589407,0.100806944797059,28.1142832133203,6.5536070822497e-174,7.91089360165246e-172,"PRDM1","639","PR/SET domain 1"
"ENSG00000103449",1051.52143130918,2.35382454868455,0.0839808873675219,28.0280980883616,7.38766761502731e-173,8.84014730872964e-171,"SALL1","6299","spalt like transcription factor 1"
"ENSG00000172795",852.701537725169,2.13212457747958,0.0763308127180984,27.9326853934314,1.07007399273246e-171,1.26942139775788e-169,"DCP2","167227","decapping mRNA 2"
"ENSG00000141429",3588.58297366052,1.50608977463119,0.0539838726074315,27.898883534781,2.75258635433598e-171,3.23746502752285e-169,"GALNT1","2589","polypeptide N-acetylgalactosaminyltransferase 1"
"ENSG00000166510",570.336073336896,2.83104291560094,0.101570214506987,27.8727669262349,5.70736990417181e-171,6.65585739417867e-169,"CCDC68","80323","coiled-coil domain containing 68"
"ENSG00000109685",1268.17937848349,-1.89113560109047,0.068011920537248,-27.8059432251255,3.67626074523542e-170,4.25117849707433e-168,"NSD2","7468","nuclear receptor binding SET domain protein 2"
"ENSG00000184838",1048.67798618006,2.27795101182791,0.0819388008511218,27.800638869085,4.26126037724959e-170,4.88660033761097e-168,"PRR16","51334","proline rich 16"
"ENSG00000163661",1909.80217231797,-1.64966973953081,0.0593646437753249,-27.7887583352517,5.93108507113749e-170,6.74526129453909e-168,"PTX3","5806","pentraxin 3"
"ENSG00000135318",10396.875971113,-1.18101456714362,0.0425064859418984,-27.7843378715881,6.70729191077269e-170,7.56549540853631e-168,"NT5E","4907","5'-nucleotidase ecto"
"ENSG00000091039",4444.70184434491,1.57255982024274,0.056642609569396,27.7628420052949,1.21944951090018e-169,1.36429631865832e-167,"OSBPL8","114882","oxysterol binding protein like 8"
"ENSG00000161800",563.92368811932,-2.79240455149291,0.100595003891144,-27.7588791041216,1.36145702271249e-169,1.51088791044731e-167,"RACGAP1","29127","Rac GTPase activating protein 1"
"ENSG00000166851",502.683929770066,-3.32935586333311,0.120120822885451,-27.7167254049535,4.38996929954325e-169,4.83282940248117e-167,"PLK1","5347","polo like kinase 1"
"ENSG00000197565",563.648360733133,3.41280092552,0.123190386386867,27.7034679865557,6.34180719390718e-169,6.92615942820291e-167,"COL4A6","1288","collagen type IV alpha 6 chain"
"ENSG00000173801",2853.13714423843,1.54853801304117,0.0559429267917161,27.6806756787433,1.19311297424825e-168,1.29278957784489e-166,"JUP","3728","junction plakoglobin"
"ENSG00000076641",954.690284174,2.03268877118063,0.0738991427005166,27.5062564584585,1.47776534583265e-166,1.58871319718774e-164,"PAG1","55824","phosphoprotein membrane anchor with glycosphingolipid microdomains 1"
"ENSG00000100345",41759.3349472728,-1.22519164618287,0.0445477334992591,-27.5028952079739,1.62109638322103e-166,1.72929514182207e-164,"MYH9","4627","myosin heavy chain 9"
"ENSG00000113387",1168.42585268541,-2.03754588424789,0.0740996872515044,-27.4973614575751,1.88793236582207e-166,1.99844902200596e-164,"SUB1","10923","SUB1 regulator of transcription"
"ENSG00000102225",1340.69055489962,-1.74230471534774,0.0633647831499305,-27.4964203889909,1.93748906568408e-166,2.03525091854035e-164,"CDK16","5127","cyclin dependent kinase 16"
"ENSG00000038427",13753.9971136825,1.28373681981162,0.0467079461522971,27.4843345846515,2.70222266602964e-166,2.8170671293359e-164,"VCAN","1462","versican"
"ENSG00000089685",509.548185635596,-3.09774108216474,0.112961602400962,-27.4229562641045,1.46049879067648e-165,1.51112209462399e-163,"BIRC5","332","baculoviral IAP repeat containing 5"
"ENSG00000111206",489.637006535011,-3.02341529047707,0.11027064491998,-27.4181337442169,1.66727331444183e-165,1.71219015522642e-163,"FOXM1","2305","forkhead box M1"
"ENSG00000076706",1719.55770882045,-1.57936904126771,0.0576878594168129,-27.3778409744116,5.03592437326668e-165,5.13328557781651e-163,"MCAM","4162","melanoma cell adhesion molecule"
"ENSG00000072041",2369.28278181903,5.09735332203113,0.186814833117032,27.2855920323941,6.28835886243668e-164,6.36280193426406e-162,"SLC6A15","55117","solute carrier family 6 member 15"
"ENSG00000170759",4331.58598921615,-1.28568820762394,0.0472129874702033,-27.2316639237318,2.74037392700587e-163,2.75257559193633e-161,"KIF5B","3799","kinesin family member 5B"
"ENSG00000136378",1190.06353560081,2.13134840565075,0.0785266634456927,27.1417161016238,3.17146136240339e-162,3.16249853681399e-160,"ADAMTS7","11173","ADAM metallopeptidase with thrombospondin type 1 motif 7"
"ENSG00000125384",562.779146692896,-2.72077303721064,0.100543939165843,-27.0605375101013,2.87090119311246e-161,2.84219218118134e-159,"PTGER2","5732","prostaglandin E receptor 2"
"ENSG00000152223",2690.47150334747,-1.5060382702742,0.0557807270080775,-26.9992585441942,1.50782167463789e-160,1.48208100462086e-158,"EPG5","57724","ectopic P-granules 5 autophagy tethering factor"
"ENSG00000147065",17820.4971549208,-1.03010413008003,0.0382020613598437,-26.9646216306754,3.84401479511484e-160,3.75159486493442e-158,"MSN","4478","moesin"
"ENSG00000075426",1241.54577193998,-2.02421281350997,0.0751237049951979,-26.9450609982477,6.5175255090812e-160,6.31603299510327e-158,"FOSL2","2355","FOS like 2, AP-1 transcription factor subunit"
"ENSG00000147883",1092.60954361111,2.1798624506792,0.08097655059253,26.9196753224048,1.29245827654397e-159,1.24374254150501e-157,"CDKN2B","1030","cyclin dependent kinase inhibitor 2B"
"ENSG00000174574",1409.88985133804,-1.74444614468291,0.0648787847039586,-26.8877746807805,3.05254178213498e-159,2.91708524055274e-157,"AKIRIN1","79647","akirin 1"
"ENSG00000119326",1060.1999959954,-2.06906604957477,0.0770401974820547,-26.8569671054741,6.99356535945625e-159,6.63713468355017e-157,"CTNNAL1","8727","catenin alpha like 1"
"ENSG00000113319",1375.65463563177,1.72034776139959,0.0640571135864806,26.8564670663318,7.08824989829499e-159,6.68091827742721e-157,"RASGRF2","5924","Ras protein specific guanine nucleotide releasing factor 2"
"ENSG00000167900",535.537322697115,-2.99326410108852,0.111770234046345,-26.7805120623383,5.45033037785102e-158,5.10217662106177e-156,"TK1","7083","thymidine kinase 1"
"ENSG00000091844",494.500786591075,2.80823899733381,0.1049189644758,26.7657902588386,8.08793661970575e-158,7.52014160971424e-156,"RGS17","26575","regulator of G protein signaling 17"
"ENSG00000100106",1548.43376339178,-1.54579256732817,0.058104606638641,-26.6036147003219,6.16489144419983e-156,5.69362893715663e-154,"TRIOBP","11078","TRIO and F-actin binding protein"
"ENSG00000125845",1172.2386809597,5.52533661138903,0.207771211150542,26.5933696049238,8.09914671383474e-156,7.43015719527199e-154,"BMP2","650","bone morphogenetic protein 2"
"ENSG00000042062",529.580434708431,3.5076450808242,0.132630910409023,26.4466636774707,3.98584147829699e-154,3.63239500548641e-152,"RIPOR3","140876","RIPOR family member 3"
"ENSG00000167553",3002.80270522025,-1.43650227328463,0.0543418736220251,-26.4345370804883,5.49500934692993e-154,4.97479102783571e-152,"TUBA1C","84790","tubulin alpha 1c"
"ENSG00000100647",1393.45153066727,1.71994716019172,0.0651552411300771,26.3976793019304,1.45686310803737e-153,1.31031981893479e-151,"SUSD6","9766","sushi domain containing 6"
"ENSG00000145386",450.26224000273,-3.10923588101038,0.11823075048424,-26.2980304893254,2.01981144455833e-152,1.80484579795891e-150,"CCNA2","890","cyclin A2"
"ENSG00000139318",1424.14713666972,1.6788475858541,0.0638424434108848,26.2967313930824,2.09010906730304e-152,1.85561231452627e-150,"DUSP6","1848","dual specificity phosphatase 6"
"ENSG00000151617",710.546799779895,2.15466235142632,0.0822444443432809,26.1982723408399,2.78062489603408e-151,2.45283199963622e-149,"EDNRA","1909","endothelin receptor type A"
"ENSG00000113810",918.429735878976,-1.98563498182718,0.0758740698479433,-26.170139361267,5.81468565896146e-151,5.09655346197253e-149,"SMC4","10051","structural maintenance of chromosomes 4"
"ENSG00000169439",2385.18491369971,1.32445729636878,0.0507613404878683,26.0918502868402,4.51118715952324e-150,3.92901560140502e-148,"SDC2","6383","syndecan 2"
"ENSG00000091409",2615.20252718009,-1.3448361005136,0.0515851553659721,-26.0702151805617,7.9379366607001e-150,6.8700595212512e-148,"ITGA6","3655","integrin subunit alpha 6"
